relevance,doc_type_ai,doc_type_pages,page_count,doi,plant_host,fungal_taxon,tissue,presence_absence,primary_guild,interaction_notes,biome,country,data_source,source_file
Relevant,Abstract,Abstract,0,,Piper betle (Red Betel),Athelia rolfsii Strain orchid,stems,Present,Endophytic,"""Isolated from stems; shown cytotoxic activity against breast cancer cell line T47D and Vero cells.""",,,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Not provided in the text,Endophytic fungi (not specified in the text),Not provided in the text,Present,"""Endophytic","Unknown""; ""Isolated from potentially medicinal plants collected from Mandalika-Lombok; West Nusa Tenggara""; Not provided in the text","""Mandalika-Lombok","West Nusa Tenggara""",Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Ulva lactuca,Aspergillus nidulans,Not specified,Present,Endophytic,"""Isolated from rocky habitat at Johor coastal area; Pengerang""",Coastal area,Malaysia,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Acanthus ilicifolius,Collectotrichum siamense,leaf,Present,Endophytic,"""Isolated from leaf; potential anti-diabetic activity""",,Not specified,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Santalum album,Fusarium,"""roots",stems,"leaves""","Present; Endophytic; ""Isolated from surface-sterilized roots; stems; and leaves""",,Not specified,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Santalum album,Alternaria,"""roots",stems,"leaves""","Present; Endophytic; ""Isolated from surface-sterilized roots; stems; and leaves""",,Not specified,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Santalum album,Acremonium,"""roots",stems,"leaves""","Present; Endophytic; ""Isolated from surface-sterilized roots; stems; and leaves""",,Not specified,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Santalum album,Pantoea,"""roots",stems,"leaves""","Present; Endophytic; ""Isolated from surface-sterilized roots; stems; and leaves""",,Not specified,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Santalum album,Monilia sp TXRF45 (Unspecified genus),"""roots",stems,"leaves""","Present; Endophytic; ""Isolated from surface-sterilized roots; stems; and leaves""",,Not specified,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Acacia rugata (Lam.) fawc. Rendle,Arthrocristula sp.,leaf,Present,"""Unknown (Antibacterial activity suggested","but no symbiotic relationship is explicitly stated)""; Isolated from leaves. Exhibits antibacterial activity against Staphylococcus aureus ATCC 25923 and Escherichia coli ATCC 83125",(Not provided in text),(Not provided in text),Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Dahlia variabilis,[{'scientific_name': 'Fusarium solani LBKURCC67',dahlia tubers,Present,Unknown,Isolated from surface-sterilized roots,,Not specified,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Dahlia variabilis,{'scientific_name': 'Humicola fuscoatra LBKURCC68',dahlia tubers,Present,Unknown,Isolated from surface-sterilized roots,,Not specified,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Dahlia variabilis,{'scientific_name': 'Fusarium oxysporum LBKURCC69',dahlia tubers,Present,Unknown,Isolated from surface-sterilized roots,,Not specified,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Bauhinia sp.,Lasiodiplodia sp.,"""Aerial tissues (leaf","petiole and bark)""",Present,Endophytic; Isolated from aerial tissues of Bauhinia sp.,Forest,India,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Bauhinia sp.,Acrocylindrium sp.,"""Aerial tissues (leaf","petiole and bark)""",Present,Endophytic; Isolated from aerial tissues of Bauhinia sp.,Forest,India,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Bauhinia sp.,Arthrinium sp.,"""Aerial tissues (leaf","petiole and bark)""",Present,Endophytic; Isolated from aerial tissues of Bauhinia sp.,Forest,India,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Bauhinia sp.,Aspergillus sp.,"""Aerial tissues (leaf","petiole and bark)""",Present,Endophytic; Isolated from aerial tissues of Bauhinia sp.,Forest,India,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Glycyrrhiza uralensis,Verticillium (Moniliales),stem,Present,Endophytic,Isolated from stem,,Not specified,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Tylophora ovata,Diaporthe sp.,leaves,Present,Endophytic,Isolated from leaves of the plant host,,China,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Euphorbia hirta,Chaetomium sp.,Not specified,Present,Endophytic,Isolated from the medicinal plant E. hirta,,,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Phoenix dactylifera,Penicillium crustosum,leaves,Present,Endophytic,Isolated from leaves of P. dactylifera,,Pakistan,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Phyllanthus niruri Linn.,Fusarium sp.,leaves,Present,Endophytic,Isolated from leaves. Antibacterial activity demonstrated against multiple bacterial strains.; ; ; Abstract-CSV; DOI_nan Relelevant; Abstract; Abstract; 0; ; Mustard; Seed-borne fungi (Not specified); Seeds; Present; Pathogenic; Isolated from seeds,,,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Indigenous Medicinal Plants,Alternaria sp.,Not specified,Present,"""Endophytic","Unknown""; Isolated from surface-sterilized plants",Not specified,Not specified,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Indigenous Medicinal Plants,Aspergillus sp.,Not specified,Present,"""Endophytic","Unknown""; Isolated from surface-sterilized plants",Not specified,Not specified,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Indigenous Medicinal Plants,Fusarium sp.,Not specified,Present,"""Endophytic","Unknown""; Isolated from surface-sterilized plants",Not specified,Not specified,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Litsea cubeba Pers.,Acremonium falciforme,"""leaves","barks""",Present,Endophytic; Isolated from leaves and barks of Litsea cubeba.,,North East India,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Glycine max (Soybean),Penicillium citrinum,Seeds,Present,Pathogenic,Isolated from soybean seeds,Not Specified,India (Sitapur and Kanpur districts),Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Glycine max (Soybean),Aspergillus Niger,Seeds,Present,Pathogenic,Isolated from soybean seeds,Not Specified,India (Sitapur and Kanpur districts),Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Glycine max (Soybean),Fusarium longipes,Seeds,Present,Pathogenic,Isolated from soybean seeds,Not Specified,India (Sitapur and Kanpur districts),Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Glycine max (Soybean),Humicola,Seeds,Present,Pathogenic,Isolated from soybean seeds,Not Specified,India (Sitapur and Kanpur districts),Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Suaeda aegyptica,Alternaria sene-cionicola,Not specified,Present,Endophytic,"""Isolated from asymptomatic plants collected from extremely hot deserts and dry saltmarshes around Abadan; southwestern Iran""",Extremely hot desert and dry saltmarsh,Iran,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Mimusops elengi,[Fusarium fujikuroi,Not specified (seed surface),Present,Pathogenic (for the listed fungi strains),Isolated from paddy seeds as seed-borne fungi,Not specified,Not specified,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Mimusops elengi,Curvularia aeria,Not specified (seed surface),Present,Pathogenic (for the listed fungi strains),Isolated from paddy seeds as seed-borne fungi,Not specified,Not specified,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Mimusops elengi,C. lunata,Not specified (seed surface),Present,Pathogenic (for the listed fungi strains),Isolated from paddy seeds as seed-borne fungi,Not specified,Not specified,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Mimusops elengi,C. eragrostidis],Not specified (seed surface),Present,Pathogenic (for the listed fungi strains),Isolated from paddy seeds as seed-borne fungi,Not specified,Not specified,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Swietenia macrophylla,Aspergillus sp. IBRL MP15 CCL,leaf,Present,Endophytic,Isolated from Swietenia macrophylla leaf,,Not specified,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Dendrocalamus brandisii (Munro.),Alternaria sp.,Seeds,Present,Pathogenic,Isolated from seeds,Not Specified,Not Specified,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Mangifera Indica L.,Aspergillus Niger,Not specified,Present,Biocontrol Agent,"""Isolated from Mango (Mangifera indica L.); antagonistic activity tested against fungal pathogens""",,,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Betula pendula L.,Cytospora leucosperma (Pers.) Fr.,leaf,Present,Pathogenic,Isolated from bark,Urban,Kazakhstan,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Rhizosphere of Mangrove Trees,{JB10: Fomitopsis sp.,Not specified,Present,"""Endophytic","Saprotrophic""; Isolated from surface-sterilized mangrove trees",Mangrove,Philippines,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Rhizosphere of Mangrove Trees,JB11: Aspergillus tubingensis},Not specified,Present,"""Endophytic","Saprotrophic""; Isolated from surface-sterilized mangrove trees",Mangrove,Philippines,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Croton sparsiflorus (L.),Fusarium sp.,"""roots",stem,"leaves""",Present; Endophytic; Isolated from various tissues of the host plant,,,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Ficus,Phomopsis sp.,,Present,Endophytic,"""Isolated from Ficus plant; studied for cytotoxic effect on human larynx cancer cell line (HEp2)""",,,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Beta vulgaris subsp. vulgaris (Sugar Beet),Cercospora beticola Sacc.,Leaf,Present,Pathogenic,"""Is the most important disease of sugar beet; causes leaf spots; and expands rapidly under favorable conditions.""",Agricultural soil,Not specified,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Astragalus membranaceus (Fisch.) Bge.,Alternaria alternata,Not specified,Present,Endophytic,Isolated from Astragalus membranaceus (Fisch.) Bge. by using the method of plate cultivation.,,Not specified,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Not_Specified,Endophytic fungi (not specified),Plant organs (not specified),Present,Mutualistic,"""Colonise intercellular and intracellular niches of tissues without apparent adverse effects to the host plants; potentially serving as plant-defense system.""",Not_Specified,Not_Specified,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Oryza sativa (Paddy),[Fusarium semitectum,Seed,Present,Unknown,"Isolated from paddy seeds by using agar plate method; ""Agricultural fields in middle Gujarat","India""",India,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Oryza sativa (Paddy),Aspergillus Niger],Seed,Present,Unknown,"Isolated from paddy seeds by using agar plate method; ""Agricultural fields in middle Gujarat","India""",India,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Piper nigrum (Black Pepper),Trichoderma harzianum,root,Present,"""Endophytic","Biocontrol Agent (Beauveria)""; Co-cultivated with axenic plantlets and pot cultured in soil mixed with T. harzianum; Intercellular colonization at 24 h and formation of intracellular hyphae with vesicles at 48 h of interaction",(Not provided in text),(Not provided in text),Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Canarium ovatum eng.,Aspergillus fumigatus Fresen.,leaf,Present,Endophytic,"""Isolated from surface-sterilized leaves of mature and young leaves; endophytes only present in mature leaves.""",(Not specified in text),Bicol region (Philippines),Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Canarium ovatum eng.,A. niger Tiegh.,leaf,Present,Endophytic,"""Isolated from surface-sterilized leaves of mature and young leaves; endophytes only present in mature leaves.""",(Not specified in text),Bicol region (Philippines),Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Canarium ovatum eng.,A. parasiticus Speare,leaf,Present,Endophytic,"""Isolated from surface-sterilized leaves of mature and young leaves; endophytes only present in mature leaves.""",(Not specified in text),Bicol region (Philippines),Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Canarium ovatum eng.,Geotrichium candidum Link:Fr.,leaf,Present,Endophytic,"""Isolated from surface-sterilized leaves of mature and young leaves; endophytes only present in mature leaves.""",(Not specified in text),Bicol region (Philippines),Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Canarium ovatum eng.,Byssochlamys fulva Olliver and G.Sm.,leaf,Present,Endophytic,"""Isolated from surface-sterilized leaves of mature and young leaves; endophytes only present in mature leaves.""",(Not specified in text),Bicol region (Philippines),Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Canarium ovatum eng.,Absidia corymbifera Sacc. &Trotter.,leaf,Present,Endophytic,"""Isolated from surface-sterilized leaves of mature and young leaves; endophytes only present in mature leaves.""",(Not specified in text),Bicol region (Philippines),Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Avicennia marina,Aspergillus niger,leaf,Present,Unknown,Isolated from phylloplane (leaf surface); Marine mangrove,"""Puducherry","India""",Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Suaeda japonica Makico,Arthrinium sp.,stem,Present,Endophytic,Isolated from stem of halophyte Suaeda japonica,Not specified,Not specified,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Triticum aestivum (Wheat),Blumeria graminis f. sp. tritici,leaves,Present,Pathogenic,Causing powdery mildew; investigated using scanning electron microscopy (SEM),Agricultural field,,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Areca catechu (Arecanut palm),Ganoderma lucidum (Curtis Ex.Fr.) Karst,Fruiting bodies,Present,Pathogenic,"Isolated from diseased arecanut palms; ""Arecanut cultivation in Assam","India""",India,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Nypa fruticans (Nipah palm tree),[Pestalotiopsis sp.,Not specified,Present,"""Endophytic","Unknown (Saprotrophic or Mycorrhizal potential not determined)""; Isolated from Nipah palm tree and grown in different concentrations of Palm Oil Mill Effluent (POME).",Not specified,Malaysia,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Nypa fruticans (Nipah palm tree),Lasiodiplodia theobromae,Not specified,Present,"""Endophytic","Unknown (Saprotrophic or Mycorrhizal potential not determined)""; Isolated from Nipah palm tree and grown in different concentrations of Palm Oil Mill Effluent (POME).",Not specified,Malaysia,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Nypa fruticans (Nipah palm tree),Rhizoctonia bataticola],Not specified,Present,"""Endophytic","Unknown (Saprotrophic or Mycorrhizal potential not determined)""; Isolated from Nipah palm tree and grown in different concentrations of Palm Oil Mill Effluent (POME).",Not specified,Malaysia,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Plant slurry (mixture of plants),Endophytes,In planta environment,Present,"""Endophytic","with potential antifungal activities""; Interactions evaluated using Pearson correlation coefficients. Endophytes are presumed to produce antifungal compounds in planta.",(Not specified),(Not specified),Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Passiflora edulis (Purple passion fruit),Streptomyces durhamensis,"""leaves",roots,"stem barks""","Present; Endophytic; ""Isolated from plant organs (roots; leaves; and stem barks) of purple passion fruit plants in Malino district; South Sulawesi; Indonesia. Inhibitory activity against Fusarium oxysporum f.sp. passiflora.""",Tropical,Indonesia,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Lawsonia inermis,Penicillium chrysogenum sp. AZX2011,Not specified,Present,Endophytic,Isolated from the medicinal plant Lawsonia inermis,,,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Morus alba L (Mulberry),[Nigrospora sphaerica (ME-2),"""leaf","stem""",Present,"Biocontrol Agent (antagonistic to soil borne pathogens); ""Isolated from mulberry; assessed for antifungal properties against Fusarium Solani; Fusarium oxysporum; Rhizoctonia bataticola; and Botryodiplodia theobromae using dual culture method.""",Not specified,Not specified,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Morus alba L (Mulberry),Alternaria alternata (ME-4),"""leaf","stem""",Present,"Biocontrol Agent (antagonistic to soil borne pathogens); ""Isolated from mulberry; assessed for antifungal properties against Fusarium Solani; Fusarium oxysporum; Rhizoctonia bataticola; and Botryodiplodia theobromae using dual culture method.""",Not specified,Not specified,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Morus alba L (Mulberry),Aspergillus fumigatus (ME-8),"""leaf","stem""",Present,"Biocontrol Agent (antagonistic to soil borne pathogens); ""Isolated from mulberry; assessed for antifungal properties against Fusarium Solani; Fusarium oxysporum; Rhizoctonia bataticola; and Botryodiplodia theobromae using dual culture method.""",Not specified,Not specified,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Morus alba L (Mulberry),Ulocladium chartarum (ME-9),"""leaf","stem""",Present,"Biocontrol Agent (antagonistic to soil borne pathogens); ""Isolated from mulberry; assessed for antifungal properties against Fusarium Solani; Fusarium oxysporum; Rhizoctonia bataticola; and Botryodiplodia theobromae using dual culture method.""",Not specified,Not specified,Abstract-CSV,DOI_nan
