"relevance","doc_type_ai","doc_type_pages","page_count","doi","plant_host","fungal_taxon","tissue","presence_absence","primary_guild","interaction_notes","biome","country","data_source","source_file","doc_type_ai_clean"
"Relevant","abstract","abstract",0,"10.1016/j.mimet.2021.106358","cymbopogon citratus (lemon grass)","fusarium proliferatum","not specified","present","endophytic","isolated from the medicinal plant cymbopogon citratus (lemon grass)",NA,"not specified","abstract-csv","doi_10.1016_j.mimet.2021.106358","Abstract"
"Relevant","abstract","abstract",0,"10.3390/f16040574","pinus yunnanensis franch.","phaeosphaeria","trunk","present","endophytic","found in twisted trunk compared to straight trunk.","woodland","china","abstract-csv","doi_10.3390_f16040574","Abstract"
"Relevant","abstract","abstract",0,"10.3390/f16040574","pinus yunnanensis franch.","epichlo & euml;","trunk","present","endophytic","found in twisted trunk compared to straight trunk.","woodland","china","abstract-csv","doi_10.3390_f16040574","Abstract"
"Relevant","abstract","abstract",0,"10.1016/j.biocontrol.2019.104014","solanum lycopersicum (tomato)","sclerotium rolfsii","collar region","present","pathogenic","causes collar rot in tomato plants; endophytes show potential for antagonism and induction of systemic resistance","indo-gangetic plains of india","india","abstract-csv","doi_10.1016_j.biocontrol.2019.104014","Abstract"
"Relevant","abstract","abstract",0,"10.1007/s00248-007-9208-3","panax ginseng","rhizoctonia solani","root","present","pathogenic","phytopathogenic fungi","not specified","korea","abstract-csv","doi_10.1007_s00248-007-9208-3","Abstract"
"Relevant","full-text","full-text",9,"10.1186/s12866-024-03497-w","buxus sempervirens 'suffruticosa'","pseudomonas eucalypticola","leaf","present","unknown (studied for plant growth promotion and antifungal activity)","isolated from surface-sterilized leaves","public garden","usa","full-text","doi_10.1186_s12866-024-03497-w","Full-Text"
"Relevant","abstract","abstract",0,"10.1016/j.scienta.2022.111137","dimocarpus longan lour.","piriformospora indica","root","present","mutualistic","colonization promotes root growth of dimocarpus longan seedlings",NA,NA,"abstract-csv","doi_10.1016_j.scienta.2022.111137","Abstract"
"Relevant","abstract","abstract",0,"10.3390/su15032745","moringa oleifera","mucoromycota","rhizosphere","present","""endosymbiont","possibly pathogenic""; phytopathogens where plant exudates might inhibit their growth or force these fungi to approach reverse chemotaxis","(not provided)","(not provided)","abstract-csv","doi_10.3390_su15032745","Abstract"
"Relevant","abstract","abstract",0,"10.1016/j.cpb.2025.100457","musa spp.","fusarium oxysporum f. sp. cubense tr4","root","present","pathogenic","""wilt fungus; colonisation reduced by chitosan treatment""","not_provided_in_text","not_provided_in_text","abstract-csv","doi_10.1016_j.cpb.2025.100457","Abstract"
"Relevant","full-text","full-text",12,"10.1371/journal.pone.0047888","sugarcane (saccharum spp.)","trichoderma virens","root","present","biocontrol agent","the fungus is an endophyte and plays a role in biocontrol of pineapple disease caused by ceratocystis paradoxa.","tropical","brazil","full-text","doi_10.1371_journal.pone.0047888","Full-Text"
"Relevant","abstract","abstract",0,"10.3390/microorganisms6010021","rice (oryza sativa)","fusarium oxysporum","seeds","present","pathogenic","isolated from infected grass seeds (phragmites australis); grassland","""(not provided","study does not specify a particular country)""","abstract-csv","doi_10.3390_microorganisms6010021","Abstract"
"Relevant","abstract","abstract",0,"10.1016/0038-0717(79)90072-5","caledonia sp.","g. caledonius trappe and gerdemann","cotyledon","present","""endophytic","saprotrophic""; isolated from boiled seeds and used for hyphal growth in the medium",NA,NA,"abstract-csv","doi_10.1016_0038-0717(79)90072-5","Abstract"
"Relevant","full-text","full-text",15,"10.3389/fmicb.2016.01089","acacia gerrardii benth.","arbuscular mycorrhizal fungi","root","present","symbiotic","form symbiotic association and enhance plant growth under salt stress.; arid and semiarid regions; ""saudi arabia","egypt","germany""","full-text","doi_10.3389_fmicb.2016.01089","Full-Text"
"Relevant","full-text","full-text",13,"10.3389/fmicb.2024.1461821","citrus grandis exocarpium (huajuhong)",NA,"root","present","""endophytic","pathogenic (potentially)""; studied over long-term organic and chemical fertilization. potential for harmful rhizosphere pathogens reduced by chemical fertilizers.","not specified","china","full-text","doi_10.3389_fmicb.2024.1461821","Full-Text"
"Relevant","abstract","abstract",0,"10.3390/f11080805","pinus pinea l.","pestalotiopsis pinis","shoot and stem","present","pathogenic","isolated from symptomatic stone pine trees in portugal.","mediterranean forest","portugal","abstract-csv","doi_10.3390_f11080805","Abstract"
"Relevant","abstract","abstract",0,"10.1111/1462-2920.16148","triticum spp. (wheat)","arbuscular mycorrhizal fungi","root","present","""endophytic","mycorrhizal""; isolated from surface-sterilized wheat roots. stimulates root development and early colonization.","not provided (text does not contain specific biome information)","not provided (text does not contain specific country information)","abstract-csv","doi_10.1111_1462-2920.16148","Abstract"
"Relevant","abstract","abstract",0,"10.3897/mycokeys.111.136483","bamboo (poaceae)","apiospora bambusigena","not specified","present","""endophytic or pathogenic (context suggests both possibilities","but no definitive statement found in abstract)""; ""isolated from bamboo in hainan province; southern china.""","tropical forest","china","abstract-csv","doi_10.3897_mycokeys.111.136483","Abstract"
"Relevant","abstract","abstract",0,"10.1093/femsec/fiac041","acacia farnesiana","coccomyxa sp.","root","present","endophytic","""isolated from root tissues; associated with arsenic-tolerance""",NA,NA,"abstract-csv","doi_10.1093_femsec_fiac041","Abstract"
"Relevant","abstract","abstract",0,"10.1002/ajb2.16366","aquicaceae",NA,"""leaves","roots""","present","endophytic; ""associated microbial communities investigated using its2 and 16 s high-throughput sequencing. endophyte assembly governed by both stochastic and deterministic processes; with stochasticity prevailing.""","seasonally flooded tropical forests","french guiana","abstract-csv","doi_10.1002_ajb2.16366","Abstract"
"Relevant","abstract","abstract",0,"10.1002/ajb2.16366","moraceae",NA,"""leaves","roots""","present","endophytic; ""associated microbial communities investigated using its2 and 16 s high-throughput sequencing. endophyte assembly governed by both stochastic and deterministic processes; with stochasticity prevailing.""","seasonally flooded tropical forests","french guiana","abstract-csv","doi_10.1002_ajb2.16366","Abstract"
"Relevant","abstract","abstract",0,"10.1002/ajb2.16366","lecythidaceae",NA,"""leaves","roots""","present","endophytic; ""associated microbial communities investigated using its2 and 16 s high-throughput sequencing. endophyte assembly governed by both stochastic and deterministic processes; with stochasticity prevailing.""","seasonally flooded tropical forests","french guiana","abstract-csv","doi_10.1002_ajb2.16366","Abstract"
"Relevant","abstract","abstract",0,"10.1002/ajb2.16366","sapotaceae",NA,"""leaves","roots""","present","endophytic; ""associated microbial communities investigated using its2 and 16 s high-throughput sequencing. endophyte assembly governed by both stochastic and deterministic processes; with stochasticity prevailing.""","seasonally flooded tropical forests","french guiana","abstract-csv","doi_10.1002_ajb2.16366","Abstract"
"Relevant","abstract","abstract",0,"10.1002/ajb2.16366","violaceae",NA,"""leaves","roots""","present","endophytic; ""associated microbial communities investigated using its2 and 16 s high-throughput sequencing. endophyte assembly governed by both stochastic and deterministic processes; with stochasticity prevailing.""","seasonally flooded tropical forests","french guiana","abstract-csv","doi_10.1002_ajb2.16366","Abstract"
"Relevant","abstract","abstract",0,"10.1002/ajb2.16366","melastomataceae",NA,"""leaves","roots""","present","endophytic; ""associated microbial communities investigated using its2 and 16 s high-throughput sequencing. endophyte assembly governed by both stochastic and deterministic processes; with stochasticity prevailing.""","seasonally flooded tropical forests","french guiana","abstract-csv","doi_10.1002_ajb2.16366","Abstract"
"Relevant","abstract","abstract",0,"10.1002/ajb2.16366","dipterocarpaceae (7 tropical sf tree species)",NA,"""leaves","roots""","present","endophytic; ""associated microbial communities investigated using its2 and 16 s high-throughput sequencing. endophyte assembly governed by both stochastic and deterministic processes; with stochasticity prevailing.""","seasonally flooded tropical forests","french guiana","abstract-csv","doi_10.1002_ajb2.16366","Abstract"
"Relevant","abstract","abstract",0,"10.1007/bf02181758","medicago sativa (lucerne)","vesicular-arbuscular mycorrhizal fungi","root","present","mycorrhizal","""grown in pots in sandy soil; amended or not with cellulose. inhibition of vam infection increases with the cellulose concentration.""","not specified","not specified","abstract-csv","doi_10.1007_bf02181758","Abstract"
"Relevant","abstract","abstract",0,"10.1111/j.1469-8137.1952.tb06148.x","pernettya macrostigma","endotrophic mycorrhiza","not specified","present","endophytic","""formed as endotrophic mycorrhiza; not seed-carried. growth of the plant without the fungus was obtained.""","natural heath soil",NA,"abstract-csv","doi_10.1111_j.1469-8137.1952.tb06148.x","Abstract"
"Relevant","abstract","abstract",0,"10.2112/jcoastres-d-10-00120.1","ammophila breviligulata","mycorrhizal spores","root","present","mutualistic","""plant variety ('cape' and regional) interacted with soil inoculum for beach restoration. soil inoculum significantly increased survivorship and growth of the regional variety; but not of the 'cape' variety.""; lakeshore","""united states (chicago","il)""","abstract-csv","doi_10.2112_jcoastres-d-10-00120.1","Abstract"
"Relevant","abstract","abstract",0,"10.1016/j.biocontrol.2004.07.006","zea mays l","fusarium verticillioides","endorhizosphere (root)","present","biocontrol agent","""isolated from maize endorhizosphere; screened for biological control against fusarium verticillioides""","not specified","not specified","abstract-csv","doi_10.1016_j.biocontrol.2004.07.006","Abstract"
"Relevant","abstract","abstract",0,"10.1111/oik.01540","trifolium repens (red clover)","neotyphodium occultans","""root","shoot""","present","mutualistic; co-occurs with rhizobia symbiosis in co-growing plants. endophyte increases grass biomass production (+16%) and reduces nodulation of neighbour trifolium plants (-50%). no direct negative impact on legume's atmospheric nitrogen fixation or biomass production.","mesocosm ecosystem",NA,"abstract-csv","doi_10.1111_oik.01540","Abstract"
"Relevant","abstract","abstract",0,"10.1016/j.mycres.2009.10.003","erythroxylum mannii","claviradulomyces dabeicola","bark","present","unknown","associated with bark abnormalities on branches and stems of living trees.; west african rainforest","""cote d'ivoire","ghana""","abstract-csv","doi_10.1016_j.mycres.2009.10.003","Abstract"
"Relevant","abstract","abstract",0,"10.1016/j.biocontrol.2023.105243","triticum aestivum (wheat)","fusarium graminearum","seeds","present","bacteria b. subtilis cb2 is a biocontrol agent","isolated from surface-sterilized seeds","(not provided in text)","(not provided in text)","abstract-csv","doi_10.1016_j.biocontrol.2023.105243","Abstract"
"Relevant","abstract","abstract",0,"10.1016/j.biocontrol.2023.105243","triticum aestivum (wheat)","xanthomonas translucens","seeds","present","bacteria b. subtilis cb2 is a biocontrol agent","isolated from surface-sterilized seeds","(not provided in text)","(not provided in text)","abstract-csv","doi_10.1016_j.biocontrol.2023.105243","Abstract"
"Relevant","abstract","abstract",0,"10.1080/14786410902750944","nothapodytes foetida","nodulisporium","not specified","present","endophytic","discovered as an endophyte on medicinal plant nothapodytes foetida","not specified","not specified","abstract-csv","doi_10.1080_14786410902750944","Abstract"
"Relevant","abstract","abstract",0,"10.1094/pdis-05-20-1052-a","jatropha curcas l.","magnaporthe grisea","stem tissues","present","biocontrol agent","""isolated from stem tissues of jatropha curcas; exhibits antagonistic ability against m. grisea.""","(not provided in text)","(not provided in text)","abstract-csv","doi_10.1094_pdis-05-20-1052-a","Abstract"
"Relevant","full-text","full-text",11,"10.1007/s11557-024-01978-w","monotropa hypopitys (pinesap)","lachnum papyraceum","roots","present","""mycorrhizal","saprotrophic""; isolated from roots of monotropa hypopitys in sweden; conifer wood in south germany","""germany","sweden""","full-text","doi_10.1007_s11557-024-01978-w","Full-Text"
