"relevance","doc_type_ai","doc_type_pages","page_count","doi","plant_host","fungal_taxon","tissue","presence_absence","primary_guild","interaction_notes","biome","country","data_source","source_file","doc_type_ai_clean","paper_id","interaction_id","fungal_taxon_raw","fungal_taxon_resolved","fungal_taxon_status","fungal_taxon_resolution_method","fungal_taxon_confidence","fungal_taxon_accepted_ids","plant_host_raw","plant_host_resolved","plant_host_status","plant_host_resolution_method","plant_host_confidence","plant_host_accepted_ids","publication_year","filter_reason"
"Relevant","abstract","abstract","0.0","10.3390/microorganisms8101619","elytrigia atherica","endomycorrhizal organisms","root","present","mycorrhiza","""high endomycorrhizal colonization in high-elevation ecotypes (he; low inundation frequency)""","wetland","","abstract-csv","doi_10.3390_microorganisms8101619","Abstract","doi:10.3390/microorganisms8101619","int_16072e9534f47d23","endomycorrhizal organisms","","Unresolved","no_match","0.0","","elytrigia atherica","elymus athericus","Resolved","synonym_map","0.95","8766300","2020.0","guild"
"Relevant","abstract","abstract","0.0","10.1111/j.1469-8137.1982.tb04484.x","medicago sativa (lucerne)","glomus caledonius","","present","mycorrhiza","""inoculated in the field; spread and residual growth effects observed""","agriculture","","abstract-csv","doi_10.1111_j.1469-8137.1982.tb04484.x","Abstract","doi:10.1111/j.1469-8137.1982.tb04484.x","int_ae306c261037a363","glomus caledonius","","Unresolved","no_match","0.0","","medicago sativa (lucerne)","medicago sativa","Resolved","exact_accepted","1.0","9151957","1982.0","guild"
"Relevant","abstract","abstract","0.0","10.1111/j.1469-8137.1982.tb04484.x","medicago sativa (lucerne)","glomus caledonius","","present","mycorrhiza","""inoculated in the field; spread and residual growth effects observed""","field","","abstract-csv","doi_10.1111_j.1469-8137.1982.tb04484.x","Abstract","doi:10.1111/j.1469-8137.1982.tb04484.x","int_ae306c261037a363","glomus caledonius","","Unresolved","no_match","0.0","","medicago sativa (lucerne)","medicago sativa","Resolved","exact_accepted","1.0","9151957","1982.0","guild"
"Relevant","abstract","abstract","0.0","10.1111/j.1469-8137.1982.tb04484.x","medicago sativa (lucerne)","glomus mosseae","","present","mycorrhiza","""inoculated in the field; spread and residual growth effects observed""","agriculture","","abstract-csv","doi_10.1111_j.1469-8137.1982.tb04484.x","Abstract","doi:10.1111/j.1469-8137.1982.tb04484.x","int_678cb284dacdcb00","glomus mosseae","funneliformis mosseae","Resolved","synonym_map","0.95","7578300","medicago sativa (lucerne)","medicago sativa","Resolved","exact_accepted","1.0","9151957","1982.0","guild"
"Relevant","abstract","abstract","0.0","10.1111/j.1469-8137.1982.tb04484.x","medicago sativa (lucerne)","glomus mosseae","","present","mycorrhiza","""inoculated in the field; spread and residual growth effects observed""","field","","abstract-csv","doi_10.1111_j.1469-8137.1982.tb04484.x","Abstract","doi:10.1111/j.1469-8137.1982.tb04484.x","int_678cb284dacdcb00","glomus mosseae","funneliformis mosseae","Resolved","synonym_map","0.95","7578300","medicago sativa (lucerne)","medicago sativa","Resolved","exact_accepted","1.0","9151957","1982.0","guild"
"Relevant","abstract","abstract","0.0","10.1016/j.envexpbot.2022.105142","zea mays (maize)","rhizophagus intraradices","root","present","mycorrhiza","inoculated in the maize roots","","","abstract-csv","doi_10.1016_j.envexpbot.2022.105142","Abstract","doi:10.1016/j.envexpbot.2022.105142","int_411e3009323d18d2","rhizophagus intraradices","rhizophagus intraradices","Resolved","exact_accepted","1.0","8003630","zea mays (maize)","zea mays","Resolved","exact_accepted","1.0","5290052","2023.0","guild"
"Relevant","abstract","abstract","0.0","10.1111/j.1365-2389.1980.tb02112.x","allium porrum (leeks)","glomus mosseae","soil","present","mycorrhiza","""artificially infected plants were grown on partially sterilized soil; naturally infected plants grew in soils with low natural infections and low spore densities.""; not specified","""england","GBR","abstract-csv","doi_10.1111_j.1365-2389.1980.tb02112.x","Abstract","doi:10.1111/j.1365-2389.1980.tb02112.x","int_e7365fddd256daf7","glomus mosseae","funneliformis mosseae","Resolved","synonym_map","0.95","7578300","allium porrum (leeks)","allium ampeloprasum","Resolved","synonym_map","0.95","2856037","1980.0","guild"
"Relevant","abstract","abstract","0.0","10.1111/j.1365-2389.1980.tb02112.x","allium porrum (leeks)","glomus fasciculatus","soil","present","mycorrhiza","""artificially infected plants were grown on partially sterilized soil; naturally infected plants grew in soils with low natural infections and low spore densities.""; not specified","""england","GBR","abstract-csv","doi_10.1111_j.1365-2389.1980.tb02112.x","Abstract","doi:10.1111/j.1365-2389.1980.tb02112.x","int_7a1caf743430869f","glomus fasciculatus","","Unresolved","no_match","0.0","","allium porrum (leeks)","allium ampeloprasum","Resolved","synonym_map","0.95","2856037","1980.0","guild"
"Relevant","abstract","abstract","0.0","10.1111/j.1469-8137.1978.tb01631.x","trifolium subterraneum (subterranean clover)","glomus monosporus","root","present","mycorrhiza","introduced and indigenous fungi forming endomycorrhizas in a field soil. glomus monosporus and glomus fasciculatus showed different effects on growth and p content.","field","","abstract-csv","doi_10.1111_j.1469-8137.1978.tb01631.x","Abstract","doi:10.1111/j.1469-8137.1978.tb01631.x","int_a6a88b618b45f973","glomus monosporus","","Unresolved","no_match","0.0","","trifolium subterraneum (subterranean clover)","trifolium subterraneum","Resolved","exact_accepted","1.0","5359330","1978.0","guild"
"Relevant","abstract","abstract","0.0","10.1111/j.1469-8137.1978.tb01631.x","trifolium subterraneum (subterranean clover)","glomus fasciculatus","root","present","mycorrhiza","introduced and indigenous fungi forming endomycorrhizas in a field soil. glomus monosporus and glomus fasciculatus showed different effects on growth and p content.","field","","abstract-csv","doi_10.1111_j.1469-8137.1978.tb01631.x","Abstract","doi:10.1111/j.1469-8137.1978.tb01631.x","int_7448d92c81b55899","glomus fasciculatus","","Unresolved","no_match","0.0","","trifolium subterraneum (subterranean clover)","trifolium subterraneum","Resolved","exact_accepted","1.0","5359330","1978.0","guild"
"Relevant","abstract","abstract","0.0","10.1016/0038-0717(79)90009-9","lolium multiflorum (ryegrass)","vesicular-arbuscular mycorrhizal endophytes","root","present","mycorrhiza","infection occurring in unfertilized virgin soil and fertilized agricultural soil.","","","abstract-csv","doi_10.1016_0038-0717(79)90009-9","Abstract","doi:10.1016/0038-0717(79)90009-9","int_c1ba447d159908c2","vesicular-arbuscular mycorrhizal endophytes","glomeromycota","Resolved","alias_exact_accepted","1.0","18","lolium multiflorum (ryegrass)","lolium multiflorum","Resolved","exact_accepted","1.0","4129708","1979.0","guild"
"Relevant","abstract","abstract","0.0","10.3390/agronomy9120808","saccharum officinarum (sugarcane)","ectomycorrhizae","wood","present","mycorrhiza","ectomycorrhizal; arbuscular mycorrhizal; saprotrophic (zygomycota; wood saprotrophs); pathogenic""; isolated from soil of sugarcane fields. liming led to an increase in symbiotrophs and a reduction of saprotrophs and pathotrophs.","field","","abstract-csv","doi_10.3390_agronomy9120808","Abstract","doi:10.3390/agronomy9120808","int_1c23cb20df33a71a","ectomycorrhizae","","Unresolved","no_match","0.0","","saccharum officinarum (sugarcane)","saccharum officinarum","Resolved","exact_accepted","1.0","2703912","2019.0","guild"
"Relevant","abstract","abstract","0.0","10.3390/agronomy9120808","saccharum officinarum (sugarcane)","arbuscular mycorrhizae)","wood","present","mycorrhiza","ectomycorrhizal; arbuscular mycorrhizal; saprotrophic (zygomycota; wood saprotrophs); pathogenic""; isolated from soil of sugarcane fields. liming led to an increase in symbiotrophs and a reduction of saprotrophs and pathotrophs.","field","","abstract-csv","doi_10.3390_agronomy9120808","Abstract","doi:10.3390/agronomy9120808","int_3ed7453edce32352","arbuscular mycorrhizae)","glomeromycota","Resolved","alias_exact_accepted","1.0","18","saccharum officinarum (sugarcane)","saccharum officinarum","Resolved","exact_accepted","1.0","2703912","2019.0","guild"
"Relevant","abstract","abstract","0.0","10.1007/s00572-017-0785-9","alopecurus ovatus","arbuscular mycorrhizal endophyte","root","present","mycorrhiza","""isolated from root samples; both coarse and fine endophytes detected""; high arctic","""spitsbergen","NOR","abstract-csv","doi_10.1007_s00572-017-0785-9","Abstract","doi:10.1007/s00572-017-0785-9","int_bd8b410daf35615b","arbuscular mycorrhizal endophyte","glomeromycota","Resolved","alias_exact_accepted","1.0","18","alopecurus ovatus","alopecurus ovatus","Resolved","exact_accepted","1.0","7775489","2017.0","guild"
"Relevant","abstract","abstract","0.0","10.1007/s00572-017-0785-9","deschampsia alpina","arbuscular mycorrhizal endophyte","root","present","mycorrhiza","""isolated from root samples; both coarse and fine endophytes detected""; high arctic","""spitsbergen","NOR","abstract-csv","doi_10.1007_s00572-017-0785-9","Abstract","doi:10.1007/s00572-017-0785-9","int_a07aa86d1799f3c1","arbuscular mycorrhizal endophyte","glomeromycota","Resolved","alias_exact_accepted","1.0","18","deschampsia alpina","deschampsia cespitosa cespitosa","Resolved","synonym_map","0.95","7226886","2017.0","guild"
"Relevant","abstract","abstract","0.0","10.1007/s00572-017-0785-9","festuca rubra ssp. richardsonii","arbuscular mycorrhizal endophyte","root","present","mycorrhiza","""isolated from root samples; both coarse and fine endophytes detected""; high arctic","""spitsbergen","NOR","abstract-csv","doi_10.1007_s00572-017-0785-9","Abstract","doi:10.1007/s00572-017-0785-9","int_f97bff4a21df1308","arbuscular mycorrhizal endophyte","glomeromycota","Resolved","alias_exact_accepted","1.0","18","festuca rubra ssp. richardsonii","festuca rubra","Resolved","exact_accepted","1.0","2704922","2017.0","guild"
"Relevant","abstract","abstract","0.0","10.1007/s00572-017-0785-9","putative viviparous hybrids of poa arctica and poa pratensis","arbuscular mycorrhizal endophyte","root","present","mycorrhiza","""isolated from root samples; both coarse and fine endophytes detected""; high arctic","""spitsbergen","NOR","abstract-csv","doi_10.1007_s00572-017-0785-9","Abstract","doi:10.1007/s00572-017-0785-9","int_65e278aeef9a9e23","arbuscular mycorrhizal endophyte","glomeromycota","Resolved","alias_exact_accepted","1.0","18","putative viviparous hybrids of poa arctica and poa pratensis","poa pratensis","Partially_Resolved","exact_accepted; no_match","0.5","2704178","2017.0","guild"
"Relevant","abstract","abstract","0.0","10.1007/s00572-017-0785-9","poa arctica ssp. arctica","arbuscular mycorrhizal endophyte","root","present","mycorrhiza","""isolated from root samples; both coarse and fine endophytes detected""; high arctic","""spitsbergen","NOR","abstract-csv","doi_10.1007_s00572-017-0785-9","Abstract","doi:10.1007/s00572-017-0785-9","int_ff45f543dacea069","arbuscular mycorrhizal endophyte","glomeromycota","Resolved","alias_exact_accepted","1.0","18","poa arctica ssp. arctica","poa arctica","Resolved","exact_accepted","1.0","2704207","2017.0","guild"
"Relevant","abstract","abstract","0.0","10.1007/s00572-017-0785-9","trisetum spicatum","arbuscular mycorrhizal endophyte","root","present","mycorrhiza","""isolated from root samples; both coarse and fine endophytes detected""; high arctic","""spitsbergen","NOR","abstract-csv","doi_10.1007_s00572-017-0785-9","Abstract","doi:10.1007/s00572-017-0785-9","int_b0a829bfa7efc2d6","arbuscular mycorrhizal endophyte","glomeromycota","Resolved","alias_exact_accepted","1.0","18","trisetum spicatum","koeleria spicata","Resolved","synonym_map","0.95","10720384","2017.0","guild"
"Relevant","abstract","abstract","0.0","10.1007/s00572-017-0785-9","coptidium spitsbergense","arbuscular mycorrhizal endophyte","root","present","mycorrhiza","""isolated from root samples; both coarse and fine endophytes detected""; high arctic","""spitsbergen","NOR","abstract-csv","doi_10.1007_s00572-017-0785-9","Abstract","doi:10.1007/s00572-017-0785-9","int_d495230ecd076221","arbuscular mycorrhizal endophyte","glomeromycota","Resolved","alias_exact_accepted","1.0","18","coptidium spitsbergense","coptidium spitsbergense","Resolved","exact_accepted","1.0","7476500","2017.0","guild"
"Relevant","abstract","abstract","0.0","10.1007/s00572-017-0785-9","ranunculus nivalis","arbuscular mycorrhizal endophyte","root","present","mycorrhiza","""isolated from root samples; both coarse and fine endophytes detected""; high arctic","""spitsbergen","NOR","abstract-csv","doi_10.1007_s00572-017-0785-9","Abstract","doi:10.1007/s00572-017-0785-9","int_a7eb8375bc802a74","arbuscular mycorrhizal endophyte","glomeromycota","Resolved","alias_exact_accepted","1.0","18","ranunculus nivalis","ranunculus nivalis","Resolved","exact_accepted","1.0","8339890","2017.0","guild"
"Relevant","abstract","abstract","0.0","10.1007/s00572-017-0785-9","ranunculus pygmaeus","arbuscular mycorrhizal endophyte","root","present","mycorrhiza","""isolated from root samples; both coarse and fine endophytes detected""; high arctic","""spitsbergen","NOR","abstract-csv","doi_10.1007_s00572-017-0785-9","Abstract","doi:10.1007/s00572-017-0785-9","int_6355f742b8cbb108","arbuscular mycorrhizal endophyte","glomeromycota","Resolved","alias_exact_accepted","1.0","18","ranunculus pygmaeus","ranunculus pygmaeus","Resolved","exact_accepted","1.0","3033446","2017.0","guild"
"Relevant","abstract","abstract","0.0","10.1007/s00572-017-0785-9","ranunculus sulphureus","arbuscular mycorrhizal endophyte","root","present","mycorrhiza","""isolated from root samples; both coarse and fine endophytes detected""; high arctic","""spitsbergen","NOR","abstract-csv","doi_10.1007_s00572-017-0785-9","Abstract","doi:10.1007/s00572-017-0785-9","int_9b2489c013098135","arbuscular mycorrhizal endophyte","glomeromycota","Resolved","alias_exact_accepted","1.0","18","ranunculus sulphureus","ranunculus sulphureus","Resolved","exact_accepted","1.0","12245356","2017.0","guild"
"Relevant","abstract","abstract","0.0","10.1007/s00572-017-0785-9","taraxacum arcticum","arbuscular mycorrhizal endophyte","root","present","mycorrhiza","""isolated from root samples; both coarse and fine endophytes detected""; high arctic","""spitsbergen","NOR","abstract-csv","doi_10.1007_s00572-017-0785-9","Abstract","doi:10.1007/s00572-017-0785-9","int_b96936d9cd9bfbfa","arbuscular mycorrhizal endophyte","glomeromycota","Resolved","alias_exact_accepted","1.0","18","taraxacum arcticum","taraxacum arcticum","Resolved","exact_accepted","1.0","5394461","2017.0","guild"
"Relevant","abstract","abstract","0.0","10.1111/j.1469-8137.1979.tb07465.x","hordeum vulgare (barley)","vesicular-arbuscular mycorrhizal fungi","root","present","mycorrhiza","""infections were largest following barley crops; both kale and fallow breaks reduced spore population and infection similarly. early-sown crops tended to have low infection.""","","","abstract-csv","doi_10.1111_j.1469-8137.1979.tb07465.x","Abstract","doi:10.1111/j.1469-8137.1979.tb07465.x","int_587cc5b5791019d5","vesicular-arbuscular mycorrhizal fungi","glomeromycota","Resolved","alias_exact_accepted","1.0","18","hordeum vulgare (barley)","hordeum vulgare","Resolved","exact_accepted","1.0","2706056","1979.0","guild"
"Relevant","abstract","abstract","0.0","10.1111/j.1469-8137.1994.tb04264.x","subterranean clover (trifolium subterraneum l.)","acaulospora spp.","root","present","mycorrhiza","""natural habitat: annual clover-based pastures in western australia. experiment involved false breaks during summer; followed by a growing season.""","pasture","AUS","abstract-csv","doi_10.1111_j.1469-8137.1994.tb04264.x","Abstract","doi:10.1111/j.1469-8137.1994.tb04264.x","int_d3469393d030a76c","acaulospora spp.","acaulospora","Resolved","exact_accepted","1.0","2560108","subterranean clover (trifolium subterraneum l.)","","Unresolved","no_match","0.0","","1994.0","guild"
